sku,brand,model_name,colorway,retail_price,release_date,days_since_release,is_limited_edition,sentiment_score,drop_frequency,volatility_score,resale_price
YEE-19195,Yeezy,Air Force 1,Mocha,165,2024-07-18,591,0,-0.31,8,0.85,207.95
ASI-14193,Asics,550,Panda,168,2024-07-01,608,0,0.54,8,0.07,225.77
JOR-92118,Jordan,Air Max 90,Bred,198,2024-08-08,570,0,-0.46,8,0.78,270.66
YEE-82073,Yeezy,Dunk Low,Triple White,193,2024-11-18,468,0,-0.63,20,0.0,137.01
ADI-62869,Adidas,Jordan 4,Mocha,139,2023-06-30,975,0,0.11,11,0.32,145.1
YEE-25750,Yeezy,Dunk Low,Triple Black,216,2024-05-28,642,1,0.16000000000000003,1,0.18,703.66
JOR-25330,Jordan,Dunk Low,Panda,195,2024-12-25,431,0,-0.87,6,0.42,228.45
JOR-23051,Jordan,Air Force 1,Triple Black,226,2025-12-10,81,1,-0.5599999999999999,3,0.97,542.25
NEW-70910,New Balance,550,Bred,100,2025-10-16,136,0,0.28,11,0.83,82.49
ADI-18328,Adidas,Jordan 4,Triple Black,97,2024-08-11,567,0,-0.26,13,0.65,121.73
ASI-20861,Asics,Jordan 1 Retro,Triple Black,143,2024-01-19,772,0,0.92,17,0.74,173.84
NIK-34473,Nike,Air Force 1,Triple White,124,2025-08-24,189,0,-0.53,6,0.8,81.89
ASI-12348,Asics,Air Max 90,Triple White,108,2023-07-21,954,0,0.97,18,0.29,137.12
NIK-65338,Nike,550,Panda,135,2024-12-14,442,0,0.34,14,0.86,173.7
ASI-10163,Asics,Yeezy Boost 350,Triple White,106,2023-06-05,1000,1,0.18000000000000002,3,0.94,377.17
NEW-94395,New Balance,Jordan 4,Triple Black,108,2024-01-28,763,0,0.72,13,0.52,191.87
NEW-29859,New Balance,Air Force 1,Triple White,155,2025-11-06,115,0,-0.73,6,0.54,183.14
JOR-76998,Jordan,Gel-Lyte III,Mocha,151,2025-07-11,233,1,-0.47,2,0.53,254.07
JOR-86846,Jordan,Air Max 90,UNC,164,2023-07-04,971,0,-0.63,7,0.31,122.16
JOR-25572,Jordan,Gel-Lyte III,Mocha,217,2026-01-21,39,0,-0.14,14,0.69,182.4
YEE-88867,Yeezy,Air Max 90,Panda,229,2024-07-15,594,1,0.25,3,0.26,920.62
NIK-60833,Nike,Jordan 1 Retro,UNC,126,2023-12-19,803,1,0.54,1,0.57,379.84
ASI-94054,Asics,Air Force 1,Panda,117,2024-10-13,504,0,0.48,14,0.36,124.37
NIK-52053,Nike,Air Max 90,UNC,122,2024-06-06,633,0,-0.78,18,0.21,136.71
NEW-93588,New Balance,550,Mocha,138,2025-01-14,411,0,0.07,13,0.17,134.46
ADI-94689,Adidas,Yeezy Boost 350,Chicago,112,2025-08-10,203,0,0.85,20,0.4,180.83
YEE-45428,Yeezy,Yeezy Boost 350,Triple Black,198,2025-01-19,406,0,-0.38,19,0.42,290.99
ADI-99984,Adidas,Yeezy Boost 350,Panda,91,2023-11-09,843,1,0.31000000000000005,1,0.04,355.7
ADI-82766,Adidas,550,Sail,108,2026-02-03,26,0,0.54,7,0.0,186.59
ADI-66468,Adidas,Dunk Low,Bred,141,2024-02-24,736,0,0.96,5,0.43,189.52
ADI-64125,Adidas,Gel-Lyte III,Mocha,114,2026-01-10,50,0,0.92,19,0.98,128.6
ADI-58936,Adidas,550,Chicago,142,2024-05-25,645,0,0.29,15,0.31,162.93
JOR-93057,Jordan,Air Force 1,UNC,234,2025-10-07,145,1,0.010000000000000009,2,0.08,404.6
NIK-56372,Nike,Yeezy Boost 350,Triple White,178,2025-01-23,402,1,0.35000000000000003,1,0.46,606.12
JOR-69657,Jordan,Jordan 4,Triple White,151,2025-12-21,70,0,-0.47,17,0.25,173.54
NIK-88925,Nike,Jordan 4,Chicago,148,2025-02-12,382,0,-0.58,13,0.22,173.08
NEW-33868,New Balance,Air Max 90,Mocha,145,2024-10-19,498,0,0.28,14,0.89,164.59
ASI-62919,Asics,Air Max 90,Triple White,176,2024-12-24,432,1,-0.20999999999999996,1,0.04,625.9
NEW-82296,New Balance,Dunk Low,Panda,143,2023-08-16,928,0,0.03,8,0.71,158.9
YEE-52009,Yeezy,Yeezy Boost 350,UNC,206,2025-06-02,272,0,0.93,7,0.32,331.1
ADI-33552,Adidas,Dunk Low,Sail,115,2024-11-28,458,1,0.030000000000000027,2,0.81,345.16
ASI-90341,Asics,Gel-Lyte III,Triple Black,113,2025-08-29,184,0,-0.8,7,0.57,70.68
ADI-45386,Adidas,Jordan 4,Triple White,136,2024-04-15,685,1,-0.51,1,0.23,543.99
YEE-19699,Yeezy,Dunk Low,Mocha,198,2025-08-19,194,0,0.54,7,0.46,222.61
ASI-52660,Asics,Yeezy Boost 350,Bred,140,2024-05-28,642,0,-0.04,12,0.58,156.4
YEE-96623,Yeezy,Yeezy Boost 350,UNC,241,2023-06-20,985,0,0.99,10,0.6,349.66
YEE-46504,Yeezy,Air Max 90,UNC,232,2024-09-22,525,0,-0.37,7,0.89,343.01
NIK-27599,Nike,Dunk Low,Chicago,146,2023-08-07,937,0,0.69,13,0.17,210.56
JOR-84467,Jordan,Air Force 1,Triple White,238,2025-05-01,304,1,-0.29999999999999993,2,0.34,743.65
NIK-21215,Nike,Jordan 1 Retro,Triple White,113,2024-09-25,522,0,0.74,6,0.97,163.29
ASI-15479,Asics,Air Max 90,Panda,107,2024-06-09,630,0,-0.87,6,0.15,107.83
NIK-28161,Nike,Air Max 90,Triple White,127,2023-06-20,985,0,0.45,5,0.98,116.97
NEW-13033,New Balance,Gel-Lyte III,UNC,166,2024-01-02,789,1,1.0,1,0.57,581.09
YEE-32123,Yeezy,Air Max 90,UNC,209,2024-02-25,735,0,0.13,7,0.14,225.2
NEW-67106,New Balance,Yeezy Boost 350,Bred,128,2026-01-18,42,1,1.0,3,0.31,409.46
YEE-12817,Yeezy,Yeezy Boost 350,UNC,196,2024-10-17,500,1,0.9500000000000001,2,0.33,627.42
ASI-81912,Asics,Gel-Lyte III,Panda,179,2025-01-30,395,1,0.51,3,0.74,729.86
NIK-31894,Nike,Air Force 1,Sail,119,2024-09-16,531,0,0.95,9,0.16,207.07
NIK-71319,Nike,Jordan 4,Sail,157,2025-09-28,154,0,0.4,18,0.38,136.67
ASI-18707,Asics,Air Force 1,Bred,122,2024-10-07,510,1,-0.32999999999999996,1,0.41,475.44
YEE-44864,Yeezy,Yeezy Boost 350,Triple Black,198,2025-07-19,225,0,-0.09,10,0.37,284.23
ADI-61976,Adidas,Yeezy Boost 350,Triple White,157,2024-09-11,536,0,0.16,16,0.07,214.49
ASI-40154,Asics,Dunk Low,Triple Black,179,2025-05-02,303,1,0.68,1,0.25,395.78
YEE-30747,Yeezy,Jordan 4,Panda,249,2023-11-09,843,0,0.86,5,0.73,438.41
ADI-15704,Adidas,Jordan 4,Mocha,91,2023-08-27,917,0,0.81,16,0.76,152.21
ADI-71330,Adidas,Jordan 4,Mocha,135,2024-07-14,595,0,0.91,11,0.49,162.14
NIK-61520,Nike,Air Max 90,Bred,117,2024-11-14,472,0,0.91,8,0.39,183.81
ADI-25178,Adidas,Jordan 1 Retro,Chicago,105,2025-12-28,63,0,0.75,10,0.43,173.46
NIK-24935,Nike,Air Max 90,Triple White,167,2026-02-09,20,0,0.26,6,0.9,249.39
NEW-11296,New Balance,Dunk Low,Panda,168,2025-09-14,168,0,0.05,17,0.59,243.03
YEE-67247,Yeezy,Jordan 4,UNC,245,2024-01-05,786,1,-0.30999999999999994,3,0.33,923.68
ADI-59297,Adidas,Jordan 4,UNC,148,2025-12-04,87,1,1.0,3,0.75,357.09
ASI-13993,Asics,550,Triple Black,96,2024-01-31,760,1,0.44,3,0.37,438.12
ADI-89102,Adidas,Jordan 1 Retro,Bred,163,2023-12-04,818,0,0.78,16,0.81,227.4
ASI-74914,Asics,Gel-Lyte III,Triple Black,127,2024-05-22,648,0,-0.7,11,0.59,149.37
JOR-88161,Jordan,Jordan 4,Bred,207,2024-07-15,594,0,-0.31,10,0.33,205.83
ADI-58858,Adidas,Air Max 90,Panda,109,2023-10-05,878,1,0.030000000000000027,3,0.14,349.42
ASI-99364,Asics,Dunk Low,Sail,124,2024-04-22,678,0,-0.76,11,0.91,92.23
ADI-60339,Adidas,Gel-Lyte III,Chicago,101,2024-05-04,666,0,0.62,9,0.23,138.06
NEW-88325,New Balance,Jordan 1 Retro,Sail,137,2023-09-15,898,0,0.82,11,0.17,165.91
YEE-30741,Yeezy,Air Force 1,Triple Black,160,2024-05-22,648,0,-0.08,5,0.83,162.88
JOR-93071,Jordan,Jordan 1 Retro,Mocha,211,2026-01-14,46,1,0.98,1,0.93,627.14
ADI-66862,Adidas,Dunk Low,Sail,118,2024-01-30,761,0,-0.28,18,0.61,125.93
ASI-41038,Asics,Gel-Lyte III,Triple White,134,2025-08-20,193,0,0.29,14,0.23,134.77
ADI-14925,Adidas,Jordan 4,Triple White,139,2024-06-11,628,0,-0.15,18,0.38,202.52
YEE-46768,Yeezy,Jordan 1 Retro,UNC,183,2026-01-08,52,1,-0.27,3,0.47,334.5
JOR-25079,Jordan,Gel-Lyte III,Bred,199,2024-03-15,716,0,-0.3,13,0.58,163.12
YEE-27620,Yeezy,Jordan 4,Sail,219,2025-06-29,245,0,0.27,7,0.37,322.74
ASI-27856,Asics,550,Chicago,142,2024-05-02,668,0,-0.12,7,0.89,132.4
JOR-88777,Jordan,Yeezy Boost 350,Panda,213,2024-10-18,499,0,-0.7,5,0.72,223.07
ASI-58263,Asics,Jordan 1 Retro,Mocha,135,2025-09-28,154,0,0.11,9,0.18,181.08
JOR-20829,Jordan,Dunk Low,UNC,208,2023-12-20,802,0,-0.79,7,0.52,182.65
NEW-70936,New Balance,Air Max 90,Triple White,163,2023-11-16,836,1,0.92,3,0.06,581.01
NIK-61868,Nike,Yeezy Boost 350,Sail,144,2023-12-04,818,0,0.47,11,0.54,123.44
ADI-17260,Adidas,Air Force 1,Triple Black,169,2025-05-27,278,0,0.6,11,0.87,273.28
NIK-99666,Nike,550,Sail,121,2023-07-16,959,0,-0.54,20,0.79,81.39
JOR-39784,Jordan,Dunk Low,Bred,161,2023-07-18,957,1,0.4,3,0.57,727.1
ASI-30186,Asics,Yeezy Boost 350,Triple Black,175,2023-10-11,872,0,-0.61,5,0.99,198.37
JOR-17496,Jordan,Air Force 1,Mocha,183,2025-11-24,97,0,-0.17,13,0.49,265.84
NIK-76155,Nike,Jordan 1 Retro,UNC,154,2025-06-24,250,0,0.46,9,0.98,180.85
ADI-41687,Adidas,550,Bred,143,2023-08-06,938,0,-0.29,8,0.04,177.47
JOR-51587,Jordan,Jordan 1 Retro,Triple Black,212,2025-04-20,315,0,0.07,9,0.53,263.1
NIK-19575,Nike,Air Force 1,Mocha,166,2023-12-09,813,0,-0.73,17,0.94,158.63
NIK-88587,Nike,Dunk Low,UNC,116,2024-04-04,696,0,0.64,5,0.72,178.89
YEE-65157,Yeezy,Dunk Low,Triple Black,212,2025-08-26,187,0,0.45,10,0.55,183.57
NEW-44180,New Balance,Dunk Low,Mocha,122,2023-11-15,837,0,-1.0,11,0.0,95.84
NEW-41757,New Balance,Gel-Lyte III,Triple White,150,2025-10-22,130,1,0.45,2,0.32,370.49
ADI-30140,Adidas,Dunk Low,UNC,132,2024-10-06,511,1,0.8600000000000001,2,0.84,579.37
NIK-43762,Nike,550,Triple White,145,2025-01-06,419,0,0.65,20,0.91,187.87
YEE-75608,Yeezy,Jordan 1 Retro,UNC,223,2023-08-12,932,1,0.08000000000000002,2,0.32,858.45
ADI-14950,Adidas,Jordan 1 Retro,Triple Black,133,2025-06-19,255,0,0.19,10,0.0,175.73
NEW-70687,New Balance,Air Max 90,Chicago,103,2025-09-08,174,0,-0.56,20,0.6,78.84
NIK-13679,Nike,550,UNC,119,2025-08-26,187,0,0.7,12,0.73,139.39
NEW-48448,New Balance,Jordan 1 Retro,Triple Black,165,2025-03-26,340,0,-0.02,14,0.01,188.72
NIK-81561,Nike,Jordan 1 Retro,Panda,176,2023-11-26,826,0,0.49,15,0.7,254.46
NIK-93095,Nike,Air Max 90,Mocha,119,2025-03-15,351,0,0.94,15,0.63,137.71
NIK-91629,Nike,Gel-Lyte III,UNC,179,2025-08-20,193,1,-0.37,3,0.24,552.8
NIK-28891,Nike,Air Max 90,Triple Black,166,2025-01-12,413,0,0.1,10,0.65,194.72
NEW-11553,New Balance,Yeezy Boost 350,Sail,174,2023-08-19,925,0,-0.94,8,0.63,225.12
NIK-71865,Nike,Dunk Low,UNC,125,2024-04-10,690,0,0.05,17,0.35,135.07
ASI-79588,Asics,Gel-Lyte III,Panda,94,2025-06-16,258,1,1.0,2,0.05,332.9
JOR-66200,Jordan,550,Mocha,250,2024-02-06,754,0,0.92,7,0.76,366.12
YEE-31591,Yeezy,Dunk Low,Triple White,183,2023-09-14,899,0,-0.47,14,0.49,240.74
NEW-84124,New Balance,Jordan 4,Triple Black,111,2025-11-10,111,0,0.9,10,0.79,185.88
NEW-73480,New Balance,Air Force 1,Chicago,136,2025-09-27,155,0,-0.88,19,0.61,147.57
YEE-77428,Yeezy,Yeezy Boost 350,Chicago,162,2023-07-06,969,1,0.28,2,0.32,649.48
YEE-53972,Yeezy,Gel-Lyte III,Mocha,163,2024-07-02,607,0,-0.23,5,0.71,153.78
NEW-56989,New Balance,Jordan 1 Retro,Mocha,137,2025-12-31,60,0,-0.38,16,0.53,147.28
ASI-91369,Asics,Jordan 1 Retro,Chicago,157,2024-11-07,479,0,-0.69,5,0.65,184.09
YEE-71571,Yeezy,Jordan 4,Chicago,170,2024-05-28,642,1,-0.33999999999999997,3,0.85,578.37
NIK-82019,Nike,Gel-Lyte III,Sail,121,2023-10-19,864,0,-0.96,9,0.73,131.18
YEE-40752,Yeezy,Yeezy Boost 350,UNC,185,2023-07-18,957,0,0.83,13,0.41,219.73
NEW-98932,New Balance,Gel-Lyte III,Bred,147,2025-08-30,183,0,-0.25,8,0.28,166.61
ADI-37644,Adidas,Air Max 90,UNC,137,2024-01-11,780,0,-0.24,17,0.05,157.75
ASI-61775,Asics,Jordan 1 Retro,Bred,95,2024-05-21,649,0,0.67,13,0.55,110.84
ASI-24625,Asics,Air Force 1,Bred,135,2023-11-06,846,0,-0.11,15,0.73,161.71
ASI-71162,Asics,Dunk Low,Panda,116,2024-12-13,443,0,0.83,11,0.49,132.68
NEW-65565,New Balance,Air Force 1,Panda,151,2025-02-16,378,0,0.14,10,0.24,166.17
YEE-45733,Yeezy,Dunk Low,Mocha,152,2025-03-05,361,0,0.93,6,0.08,176.95
NEW-17328,New Balance,Gel-Lyte III,Triple White,176,2025-03-20,346,0,0.14,17,0.59,211.0
JOR-65438,Jordan,Dunk Low,Mocha,150,2023-09-22,891,0,-0.32,12,1.0,175.56
NEW-97046,New Balance,Jordan 4,Triple Black,116,2023-12-27,795,0,0.02,10,0.76,162.72
JOR-11723,Jordan,550,UNC,164,2024-02-17,743,0,0.46,6,0.16,237.72
YEE-22686,Yeezy,Air Max 90,Chicago,166,2025-05-30,275,0,-0.93,7,0.67,162.34
JOR-39749,Jordan,Jordan 1 Retro,Chicago,201,2023-09-28,885,1,-0.21999999999999997,1,0.15,610.91
NEW-52348,New Balance,550,Triple White,103,2026-01-16,44,1,-0.29999999999999993,1,0.12,220.82
JOR-53527,Jordan,550,Mocha,197,2025-06-05,269,0,-0.85,5,0.54,223.37
NIK-54382,Nike,Jordan 4,Bred,118,2023-12-05,817,0,-0.19,19,0.71,129.47
ADI-99534,Adidas,Dunk Low,Sail,168,2025-12-11,80,1,0.21000000000000002,1,0.74,445.26
YEE-59285,Yeezy,Air Max 90,Triple White,228,2024-06-28,611,1,0.79,1,0.03,970.79
YEE-15990,Yeezy,Dunk Low,Mocha,151,2025-11-21,100,0,-0.92,10,0.92,127.8
JOR-52047,Jordan,Jordan 4,Panda,214,2023-09-20,893,0,-0.16,19,0.09,282.16
JOR-49059,Jordan,550,Triple White,160,2023-12-06,816,0,-0.79,10,0.23,175.98
NEW-23408,New Balance,550,UNC,177,2025-12-25,66,0,-0.58,18,0.8,150.22
NIK-13647,Nike,Dunk Low,Triple White,99,2024-01-11,780,0,0.45,13,0.1,141.35
JOR-71168,Jordan,Gel-Lyte III,Chicago,233,2023-09-15,898,1,0.25,1,0.57,597.02
NIK-74006,Nike,Jordan 1 Retro,Bred,169,2023-09-17,896,0,-0.23,10,0.82,185.34
JOR-91000,Jordan,Air Max 90,Bred,220,2024-07-28,581,1,1.0,1,0.48,1086.07
YEE-23909,Yeezy,550,Sail,173,2026-02-17,12,1,-0.12,1,0.27,425.4
YEE-38927,Yeezy,550,Triple Black,204,2025-07-22,222,0,0.53,12,0.91,271.5
JOR-29538,Jordan,Yeezy Boost 350,Sail,161,2026-02-08,21,1,1.0,3,0.09,403.78
NEW-86575,New Balance,550,Panda,177,2023-12-21,801,1,0.8400000000000001,2,0.98,956.69
ADI-87596,Adidas,Jordan 1 Retro,Bred,173,2026-01-15,45,0,-0.87,20,0.48,213.32
JOR-92785,Jordan,Dunk Low,Panda,240,2025-04-16,319,1,0.25,1,0.71,673.76
ASI-54143,Asics,Air Force 1,UNC,163,2024-12-23,433,0,0.51,16,0.25,292.48
ADI-80373,Adidas,Jordan 1 Retro,UNC,105,2025-09-08,174,0,0.13,20,0.06,143.79
YEE-87019,Yeezy,Yeezy Boost 350,Triple White,217,2025-12-23,68,0,-0.8,10,0.43,146.0
YEE-89519,Yeezy,Yeezy Boost 350,Chicago,201,2024-08-11,567,1,0.47000000000000003,1,0.51,851.34
NIK-76710,Nike,Air Force 1,Mocha,177,2024-02-22,738,0,0.03,13,0.63,183.11
ADI-77162,Adidas,Air Force 1,Chicago,99,2023-11-22,830,0,0.55,10,0.78,112.75
JOR-62656,Jordan,Jordan 4,Chicago,230,2025-12-13,78,0,0.4,7,0.15,245.5
NIK-18605,Nike,Dunk Low,Triple White,173,2024-06-27,612,1,1.0,2,0.4,747.17
NEW-78245,New Balance,Jordan 4,UNC,176,2025-11-11,110,0,0.12,18,0.86,224.68
NEW-78991,New Balance,Dunk Low,Chicago,117,2024-03-15,716,0,0.9,9,0.52,188.63
NEW-62440,New Balance,Gel-Lyte III,Sail,153,2023-08-05,939,0,0.45,14,0.78,125.2
JOR-82307,Jordan,Gel-Lyte III,Triple White,212,2024-09-30,517,0,0.99,12,0.93,250.1
YEE-82393,Yeezy,Gel-Lyte III,Chicago,171,2023-06-27,978,1,-0.44999999999999996,3,0.56,588.57
ADI-45118,Adidas,Gel-Lyte III,Panda,177,2024-07-23,586,1,0.46,3,0.58,684.35
NEW-82451,New Balance,550,UNC,139,2023-06-15,990,1,0.050000000000000044,2,0.5,494.49
JOR-95005,Jordan,Gel-Lyte III,Mocha,200,2024-09-25,522,0,0.76,19,0.06,322.44
NEW-73630,New Balance,Gel-Lyte III,Mocha,178,2025-10-01,151,0,0.28,7,0.88,213.13
NIK-77942,Nike,Air Force 1,Bred,164,2024-08-07,571,0,-0.92,5,0.18,154.05
ASI-40641,Asics,Jordan 4,Chicago,118,2025-12-15,76,0,0.59,13,0.38,166.63
ADI-43108,Adidas,Dunk Low,UNC,113,2025-07-22,222,0,0.17,12,0.75,103.76
JOR-95769,Jordan,Air Force 1,Triple White,226,2025-02-11,383,1,0.5800000000000001,2,0.91,497.37
JOR-47184,Jordan,550,Panda,199,2024-06-11,628,0,-0.16,8,0.04,216.82
YEE-57109,Yeezy,Yeezy Boost 350,Chicago,198,2025-10-24,128,0,0.35,8,0.16,283.94
NIK-53138,Nike,Jordan 4,Bred,147,2024-11-10,476,0,0.0,19,0.99,121.45
ADI-88951,Adidas,Yeezy Boost 350,UNC,130,2024-11-27,459,0,-0.55,7,0.32,78.56
NIK-58281,Nike,Yeezy Boost 350,Panda,147,2025-04-03,332,1,0.8400000000000001,2,0.48,431.23
ASI-12229,Asics,Yeezy Boost 350,Sail,131,2024-09-12,535,0,-0.41,6,0.73,127.98
YEE-19194,Yeezy,Dunk Low,UNC,188,2024-03-07,724,1,1.0,1,0.57,775.5
NEW-65276,New Balance,Jordan 1 Retro,Triple White,158,2024-09-17,530,0,0.55,13,0.93,269.65
NIK-43621,Nike,Jordan 1 Retro,Triple White,145,2024-02-28,732,0,-0.6,20,0.97,113.17
NEW-89646,New Balance,Dunk Low,Triple Black,170,2024-03-15,716,0,0.02,8,0.89,191.81
ASI-68850,Asics,Air Max 90,UNC,98,2023-12-15,807,0,0.75,7,0.7,157.89
ASI-87033,Asics,Jordan 1 Retro,UNC,123,2026-01-04,56,0,-0.07,7,0.23,180.53
JOR-23717,Jordan,Jordan 1 Retro,Triple Black,151,2023-12-05,817,0,0.04,16,0.91,186.24
ADI-53054,Adidas,Jordan 1 Retro,Sail,166,2025-05-10,295,0,0.95,9,0.49,227.69
ASI-77694,Asics,Yeezy Boost 350,Chicago,102,2025-04-29,306,0,-0.52,5,0.48,106.75
NEW-87683,New Balance,Air Max 90,Triple Black,116,2025-03-25,341,1,-0.17999999999999994,3,0.73,380.92
NIK-26047,Nike,Air Force 1,Triple White,143,2026-02-06,23,0,0.57,14,0.63,185.11
ADI-27002,Adidas,550,UNC,146,2024-10-19,498,0,0.39,6,0.09,206.84
NIK-41841,Nike,550,Bred,94,2026-01-06,54,1,-0.45999999999999996,1,0.44,228.54
YEE-90205,Yeezy,Air Max 90,Panda,195,2025-02-21,373,1,-0.41000000000000003,3,0.04,785.28
ASI-28143,Asics,Air Max 90,Bred,140,2023-09-29,884,0,0.64,18,0.66,231.79
NEW-77639,New Balance,Gel-Lyte III,Bred,131,2024-07-16,593,1,0.020000000000000018,3,0.08,691.38
JOR-89700,Jordan,Dunk Low,Triple White,168,2023-12-29,793,0,-0.3,7,0.86,191.54
ASI-84892,Asics,Gel-Lyte III,Triple Black,146,2025-12-24,67,0,-0.74,8,0.73,156.25
ADI-79563,Adidas,550,Mocha,104,2025-02-23,371,0,0.95,17,0.82,170.33
ADI-56826,Adidas,550,Mocha,164,2024-06-29,610,0,-0.96,15,0.28,114.6
JOR-25148,Jordan,Jordan 4,Mocha,240,2024-08-04,574,0,-0.21,20,0.82,323.94
ASI-95215,Asics,Dunk Low,UNC,106,2025-01-13,412,0,0.6,13,0.34,158.25
ASI-68028,Asics,Jordan 4,Sail,167,2023-06-16,989,1,-0.35,1,0.73,662.98
ADI-24421,Adidas,Jordan 1 Retro,UNC,112,2025-07-24,220,0,0.66,7,0.48,192.6
NEW-97081,New Balance,Jordan 1 Retro,Triple White,101,2025-05-04,301,1,1.0,3,0.36,294.39
ASI-54044,Asics,Jordan 1 Retro,Panda,136,2025-03-15,351,0,-0.96,8,0.4,165.45
JOR-18595,Jordan,Air Force 1,Triple Black,197,2024-06-12,627,1,0.020000000000000018,3,0.72,406.82
NEW-59276,New Balance,Air Force 1,Panda,151,2025-07-19,225,0,-0.5,9,0.85,215.63
ADI-41118,Adidas,Air Max 90,Panda,127,2024-04-13,687,0,0.03,11,0.22,189.69
YEE-26986,Yeezy,550,Triple White,218,2024-08-21,557,0,-0.53,13,0.02,206.07
YEE-70620,Yeezy,Jordan 4,Panda,222,2024-05-01,669,0,0.49,5,0.59,270.56
NIK-33012,Nike,550,Mocha,122,2024-11-17,469,0,-0.42,13,0.49,124.36
NIK-81266,Nike,Air Force 1,Triple White,129,2025-10-02,150,0,-0.59,12,0.07,104.16
ADI-57174,Adidas,Air Force 1,Triple Black,155,2025-06-01,273,0,-0.39,19,0.87,124.88
ADI-15841,Adidas,Air Force 1,Panda,91,2026-01-15,45,0,-0.32,14,0.83,127.78
JOR-79601,Jordan,Jordan 4,Panda,245,2024-01-21,770,0,0.79,5,0.47,399.47
YEE-61068,Yeezy,Yeezy Boost 350,UNC,211,2023-08-04,940,1,-0.48,1,0.78,747.46
ADI-43561,Adidas,Air Force 1,Sail,92,2024-10-07,510,0,0.71,5,0.04,131.41
NIK-87407,Nike,550,Triple White,121,2026-02-18,11,0,0.98,18,0.66,140.49
ADI-26557,Adidas,Dunk Low,Sail,138,2024-05-28,642,0,0.04,20,0.23,129.97
ADI-44871,Adidas,550,Bred,173,2025-01-18,407,0,-0.27,18,0.19,218.97
NIK-41911,Nike,Air Force 1,Triple White,141,2024-05-22,648,0,0.82,10,0.43,253.8
ADI-13686,Adidas,Yeezy Boost 350,Triple White,134,2025-02-02,392,0,-0.38,18,0.42,159.95
YEE-84639,Yeezy,Dunk Low,Mocha,219,2023-07-21,954,0,0.28,19,0.68,218.19
JOR-97028,Jordan,Air Force 1,Triple White,211,2024-07-26,583,1,-0.27,2,0.49,639.04
NIK-74878,Nike,550,Triple White,123,2025-08-01,212,0,0.28,14,0.31,137.11
JOR-97163,Jordan,Gel-Lyte III,Chicago,212,2025-10-31,121,1,0.64,1,0.45,542.44
ADI-97314,Adidas,Air Max 90,Triple White,154,2025-04-12,323,0,-0.12,5,0.84,214.94
JOR-54205,Jordan,550,Bred,179,2025-05-09,296,0,0.1,13,0.72,202.84
NIK-56038,Nike,Jordan 4,Triple White,128,2024-11-21,465,0,0.23,5,0.65,180.01
YEE-68296,Yeezy,Dunk Low,Bred,153,2026-01-05,55,0,0.27,5,0.57,152.62
JOR-92275,Jordan,Yeezy Boost 350,Triple Black,212,2025-01-29,396,0,-0.16,8,0.47,173.35
ASI-39275,Asics,Jordan 4,UNC,151,2024-08-30,548,0,0.78,11,0.74,196.77
NIK-30254,Nike,Air Force 1,UNC,165,2024-05-14,656,0,0.34,13,0.7,141.61
NIK-43487,Nike,Yeezy Boost 350,Panda,113,2024-06-16,623,1,1.0,2,0.58,428.11
ASI-16868,Asics,Air Max 90,Sail,135,2024-06-19,620,0,-0.06,15,0.42,131.78
NIK-53489,Nike,Jordan 4,Bred,138,2025-04-29,306,0,-0.43,6,0.38,203.79
NIK-64960,Nike,Air Force 1,Triple Black,117,2024-02-28,732,0,0.29,13,0.95,116.57
NIK-50361,Nike,Yeezy Boost 350,Panda,115,2024-02-02,758,0,-0.77,8,0.26,142.65
NIK-10642,Nike,Jordan 1 Retro,Panda,172,2025-09-08,174,0,0.55,20,0.11,229.15
ASI-75196,Asics,Jordan 4,UNC,132,2024-07-12,597,1,0.5,3,0.09,429.61
NIK-14781,Nike,Jordan 1 Retro,Triple Black,102,2024-01-02,789,0,-0.89,7,0.19,99.11
JOR-10671,Jordan,Dunk Low,UNC,166,2024-12-17,439,0,-0.08,9,0.71,211.69
ADI-50140,Adidas,Jordan 1 Retro,UNC,114,2025-12-21,70,0,-0.57,8,0.28,102.17
YEE-34201,Yeezy,Yeezy Boost 350,Bred,161,2023-06-22,983,0,-0.43,6,0.1,176.88
JOR-10653,Jordan,Air Force 1,Triple White,168,2023-08-12,932,1,1.0,2,0.54,788.33
NIK-19582,Nike,Jordan 1 Retro,UNC,166,2025-01-21,404,1,1.0,1,0.53,385.57
YEE-44421,Yeezy,Yeezy Boost 350,Mocha,219,2023-08-04,940,1,0.74,2,0.06,739.33
ASI-14311,Asics,Jordan 1 Retro,Sail,158,2024-12-21,435,0,-0.93,10,0.62,144.75
JOR-93816,Jordan,Yeezy Boost 350,Sail,184,2025-09-01,181,0,-0.32,8,0.96,194.07
ASI-21282,Asics,Jordan 4,Triple White,143,2025-08-15,198,1,1.0,2,0.23,407.63
YEE-67765,Yeezy,Dunk Low,Mocha,150,2024-08-19,559,1,1.0,2,0.84,646.59
NEW-60467,New Balance,Gel-Lyte III,Mocha,132,2025-05-26,279,0,0.77,16,0.26,173.3
ADI-24327,Adidas,Yeezy Boost 350,Triple Black,136,2024-08-20,558,1,1.0,1,0.37,427.52
NEW-61202,New Balance,Air Max 90,Triple White,154,2025-03-08,358,0,0.43,20,0.53,193.53
